0.71997,5.9218
1.6208,1.1831
3.2588,-5.7378
6.4344,-6.5177
2.7311,-1.0502
-1.2647,-0.21196
5.1736,-1.536
1.2003,-3.153
3.5991,4.9718
2.376,0.033183
-1.1092,2.3028
0.47388,5.8789
4.9729,1.3431
0.84677,-2.1336
1.4942,0.85381
0.69974,-2.7698
4.9259,-5.2967
-1.5675,-4.189
-2.576,1.2801
-1.3938,3.017
-1.806,1.7889
5.6044,3.8374
-0.031494,5.693
-1.4363,2.1582
0.97872,5.1679
-4.5896,0.14255
-1.8356,1.7322
-1.3976,-1.2138
1.5875,5.7295
5.0639,2.327
-0.21188,-0.13641
1.8051,5.6752
5.2247,-5.2168
7.121,-3.4445
-1.8103,-3.4414
4.4833,2.1809
0.26462,5.7376
5.0179,-7.0037
5.0282,-0.65464
2.048,-2.5993
1.5231,0.98415
0.84468,-2.8371
0.40626,5.0894
6.4832,-2.15
5.144,2.1296
-2.3367,-0.98224
-1.2309,1.1379
6.3238,2.9628
2.8235,2.1898
-0.63194,0.59594
5.2164,-2.0387
5.2419,2.1602
4.1661,3.4077
5.6416,-5.0439
1.752,-3.7275
3.1824,0.19324
0.19045,-2.2245
-0.38836,4.5535
0.94102,1.0905
4.5112,-1.0035
-2.5006,-1.5448
-0.83124,-0.058684
-2.0252,-0.15595
6.7854,-3.3702
0.99023,4.0094
4.3158,4.8322
4.1679,-5.0127
6.2796,2.2699
4.218,4.1422
6.7671,-3.7484
0.67585,1.3794
-1.3853,2.7108
5.8703,-5.2733
-3.0639,-2.2385
3.9552,-6.5016
6.2952,-1.6305
5.0745,1.0957
-2.501,0.85957
7.0331,-3.4457
-4.4746,-0.79088
-3.2444,0.54406
-1.9548,1.2596
5.2776,-7.0732
4.8041,-1.5665
2.168,1.9246
4.092,2.752
6.2247,-1.4729
2.2579,-4.8878
5.3029,-0.44137
-0.8141,-0.0077709
-1.9672,-2.5379
1.4825,0.94721
3.7642,-5.6256
0.51432,-1.1784
-1.8971,1.356
-2.0494,1.5084
1.9112,-0.76135
-1.4361,3.686
3.1742,1.4657
6.9675,-5.8992
0.5324,-0.55588
5.1649,-4.0481
6.0457,-5.9219
-3.1428,-1.088
4.6662,2.1748
1.1416,-3.8816
5.1849,-3.7298
4.4485,4.8126
-3.3696,0.70298
-3.0839,-2.1098
5.0808,-4.1603
5.7571,-5.8973
4.3515,-5.6019
2.4361,-3.3671
0.52894,2.9873
-0.33534,1.2941
0.58325,1.0304
1.8363,-4.6422
5.7623,-5.9823
2.6141,-3.1154
1.5846,2.933
-2.2246,-1.48
4.0077,2.8494
1.1431,1.0556
-4.822,-0.75866
2.1343,-2.5807
4.5898,-3.5612
5.2631,-1.6166
1.9608,-4.5925
-0.6432,1.4539
-2.0428,-2.7287
3.476,-5.3235
2.1313,-3.5625
6.1432,3.1779
5.85,-4.0211
0.4344,3.5642
-1.2377,-1.0578
5.4553,-5.2037
4.8287,-4.1038
-0.084813,5.9409
1.984,2.2251
0.58685,-4.0577
1.1618,4.1842
6.0471,1.6794
2.2011,4.4667
6.047,2.8053
4.6654,-3.1275
0.33511,5.8517
0.66574,2.7928
1.6634,2.8356
-1.3901,3.0084
7.1273,-6.0574
1.9581,0.8861
-1.6362,0.36767
3.1547,-2.8169
-1.3983,2.5348
2.8381,0.90741
5.627,3.3426
-0.67081,3.3945
3.0369,-0.070046
3.9993,0.96166
-4.584,-0.052448
-4.1311,0.062966
1.2007,4.9272
5.3898,-5.1401
5.6975,-5.7434
1.4095,3.7177
1.9563,1.8471
5.0687,-3.546
6.2559,-1.2557
3.8726,4.4691
2.0223,-3.4932
5.8557,-1.1382
4.8887,-6.7744
-1.7479,-0.22078
3.5594,-0.5881
2.4499,2.2263
1.8349,5.5052
2.9372,2.0768
2.0618,0.94343
2.9218,-5.5335
0.77376,-0.2388
5.1461,-7.1745
2.8966,2.8591
4.2853,-4.6376
4.68,1.4334
2.8768,-2.5847
-3.5445,0.55335
3.2459,-5.0906
6.175,2.7749
3.8228,-4.8839
1.822,1.2026
-0.073282,5.3805
1.6897,0.88872
6.913,-6.8927
4.852,0.36588
3.5869,-2.7111
-0.29874,0.45857
5.7176,-7.2399
4.4993,-0.72485
1.7389,-0.68521
4.8094,-4.6907
1.7159,-0.65067
2.8214,-1.53
5.7595,2.5428
2.4013,3.1079
4.9824,1.5357
3.1449,-2.8306
2.5812,0.42673
3.0527,-0.66739
-2.2255,-3.0611
-1.8512,1.4897
5.2344,-7.1399
4.3709,-4.4722
1.3453,2.0407
3.9192,1.2591
4.7664,-2.0687
1.8525,5.3878
-3.4531,-1.0837
6.21,2.8793
1.9504,4.5435
3.3618,0.24105
-1.7933,0.3896
2.423,-0.62518
4.0763,-2.9631
3.6729,-6.3822
-1.121,-4.4892
4.2542,-3.6362
-0.57926,-3.4007
-1.983,2.5259
6.7657,-5.8245
2.137,3.6187
6.1144,-5.7162
4.7814,0.67272
1.2706,0.92154
5.641,-5.0931
7.3733,-3.84
-1.3751,2.7293
1.6329,1.3123
-3.3673,0.28185
1.6451,5.2216
5.0887,2.5079
1.2346,-3.2859
-3.2878,-2.3828
2.3924,4.1689
6.0221,-3.7305
0.75262,5.8553
-1.7383,0.51931
5.3158,-4.8246
0.52917,-2.2659
5.3511,0.4338
-0.039349,2.0274
3.0568,2.0522
-1.468,-1.1698
4.9668,0.97661
1.4903,1.9434
4.2409,-5.7552
2.6123,-4.4923
-1.8343,4.1416
0.26538,-1.8516
5.1821,4.3034
0.32504,-2.4299
6.1127,-0.73111
-0.22285,-2.1589
-4.6997,-0.27163
6.4322,-6.2603
0.60388,-3.8716
0.73764,-4.0253
1.8063,-4.2748
5.9666,-1.4957
7.0275,-6.1888
0.39148,-2.3237
5.4249,-7.0318
-1.6051,4.1667
0.24113,-1.3873
-3.5564,-1.3456
4.6333,-6.6998
6.088,-6.6293
-0.48581,2.464
0.085375,5.1878
3.357,2.7141
4.1951,5.0233
5.5814,-4.9536
-3.162,-1.6941
0.2755,5.2197
2.6531,-0.92465
-1.0407,-3.3633
1.4445,2.3426
-0.90717,0.19604
3.9889,2.1008
4.699,-2.1005
6.6666,-6.4338
2.8302,4.5729
5.6127,2.2089
-1.3426,3.6409
4.4822,3.8785
3.0814,3.0034
1.1703,-4.0889
4.1668,-6.8178
5.5088,-0.94885
1.3224,-4.6849
-1.3101,0.9976
0.31458,2.4734
-0.27252,-2.1074
3.5718,-3.9922
-2.0895,-1.6876
-1.7577,-2.7209
1.7906,-3.8668
6.6159,-6.8725
2.3407,-0.79985
3.6876,-4.97
-1.6311,3.4273
-0.57691,2.9225
4.2365,4.8142
1.8782,5.4913
0.018624,5.1257
6.2546,-6.085
-4.9096,-0.76859
4.674,1.4121
4.5093,4.8237
3.7562,3.2029
-1.0802,-0.12627
1.8967,-0.55199
-1.1416,3.8976
2.1489,-4.6624
1.512,-4.3992
1.4658,2.399
-1.8194,-3.7669
-0.36114,1.0871
6.0863,3.0584
-2.1751,2.1627
0.69274,3.522
-0.11055,1.0555
4.086,-0.95754
5.8789,-0.86784
-2.2929,-2.8748
3.6492,-2.867
0.21221,-1.5402
5.4199,-0.50443
5.2219,-6.5583
6.6215,-7.0458
5.6186,2.3701
-4.4235,-0.965
2.5389,4.3898
0.13177,1.7634
-3.1676,-1.7027
4.0299,-1.0049
2.8619,1.107
7.1695,-3.5904
-2.9767,-1.5161
6.4239,-1.9638
-2.1374,2.3873
-1.0505,-2.9554
6.6847,-6.6384
5.3945,-7.157
1.2307,2.6671
3.0315,-5.3917
-2.3459,-1.2295
-1.6682,-3.2508
-1.765,4.1706
1.4907,5.7044
3.1024,-5.753
-0.40068,0.82864
2.4322,0.80379
2.6045,2.9049
5.7933,3.2907
0.20629,5.3401
3.4304,-5.2795
6.644,-2.8225
5.6236,3.6408
0.34164,2.7516
5.3825,-3.6497
2.5625,3.1096
4.5087,2.097
5.1542,0.41711
0.62359,-2.0398
-1.4332,-4.24
1.7504,1.2594
0.30768,-3.9173
-4.5762,-1.0746
-4.9343,-0.42649
0.29847,-0.098971
0.26249,1.6612
4.3523,-6.0605
3.146,4.4493
-3.6277,0.93586
6.6097,-6.5141
-2.3228,-2.0671
1.2635,-3.9983
6.3025,-3.9355
-4.7032,-0.17626
-1.035,-2.8728
4.7586,3.6788
2.7721,5.1533
3.9317,-6.3942
2.9658,-1.0232
4.6331,-2.0267
4.3264,-5.0045
5.0829,-6.8845
-0.054853,0.067229
4.4862,3.7236
-0.34333,-3.5904
-4.9825,-0.68715
3.0014,-1.1222
4.5226,4.6844
4.8646,0.75412
4.8461,2.5579
5.4692,3.4154
0.7657,3.7336
4.1262,4.9487
5.2955,3.7633
-3.296,-2.1469
4.9988,-2.7434
0.98799,0.90021
-1.959,-3.4072
2.7273,0.45447
4.7699,-3.9702
3.0888,1.2748
-4.5186,-0.58027
1.1381,5.8095
1.656,2.424
-1.6639,-2.8521
-1.0749,0.1026
-1.552,-0.48504
5.5767,-5.1159
5.7377,-5.0403
4.7899,-2.0758
-0.24656,2.2198
2.2014,-4.8924
4.2308,-4.933
2.6343,0.29891
0.092743,-0.16643
-3.6992,-1.8325
-1.7099,-3.7216
-0.62725,2.7756
-2.0272,4.0829
-3.4687,-1.6832
-0.42444,2.8787
4.9657,-1.8643
2.7955,-5.2023
6.016,-2.7945
3.4289,-0.46452
-1.4632,-4.3505
4.6221,-0.63735
-1.3216,-4.4994
5.185,-1.5607
-1.9273,2.6459
4.8433,1.2154
2.399,4.3343
-1.2549,-2.9742
-1.1721,-3.5107
4.6691,0.72336
3.1603,0.69464
3.47,0.96668
5.893,-5.6701
-4.7523,-0.42962
-3.2841,-1.4553
4.74,4.6527
1.4518,-0.56052
6.3654,-3.616
-1.0507,-3.0548
5.1879,3.8234
0.90004,5.851
6.1539,-4.3291
4.8204,-0.43915
2.0898,2.0865
1.5529,-0.68612
2.8178,-1.2884
1.8293,-3.7945
6.1801,-3.9643
4.9551,0.56349
3.078,-1.2751
4.6573,-3.1808
2.8765,-1.9347
0.85315,1.4223
0.60048,-4.1968
1.9596,-3.7203
1.8451,3.4113
3.2824,-6.1915
0.15458,-0.083048
4.9804,-1.7266
-2.6791,-1.0352
-2.6972,1.3278
0.2811,-1.4941
0.040964,-0.057684
2.0458,-4.6876
-0.5254,3.2247
-2.8595,-2.6938
-1.8034,-0.94219
4.9337,-1.6364
0.6873,4.8866
-0.40316,-2.9707
-1.718,-4.1062
3.769,4.5724
-2.3529,1.5593
5.3391,-7.1786
-4.6027,-0.37439
2.417,4.7625
3.422,-4.1346
-0.23506,2.9433
0.64131,-1.2402
-1.2015,-0.1635
-4.0753,-1.4683
3.3531,-5.2055
0.88419,3.9927
3.6663,2.3132
5.619,3.3841
5.2046,-6.6858
-0.6565,2.9272
2.3,-4.5914
3.9529,1.7959
5.1171,-0.21417
0.29335,-0.19323
2.1178,4.882
3.6174,-1.3436
0.17509,-3.396
-1.7183,4.1027
1.8127,-4.5138
0.24359,-1.7134
4.1114,-0.83093
4.7384,-1.4604
-2.2682,-1.2968
-1.5808,1.6553
3.7545,-0.779
1.9523,1.0413
4.7904,-2.0978
6.4015,-2.2812
-1.4154,-3.8071
-3.7139,0.62881
0.14767,-1.2602
2.6914,0.87938
7.2072,-3.9155
7.0716,-6.1456
4.6301,3.8498
0.42965,2.7269
3.6898,-5.4914
1.0815,-4.4203
7.1387,-3.7688
0.54456,-2.4019
4.8538,0.10808
1.0594,4.0652
-0.99574,0.50471
-1.7664,0.40469
-2.1866,3.9563
0.092467,-1.9735
5.5708,-3.2973
-0.46152,4.9572
-4.787,-0.2458
1.3548,2.8159
-4.5298,-1.1796
0.56631,1.829
-2.0115,4.1618
4.9088,-2.9368
1.2575,1.4558
-0.10969,5.8381
-4.3902,-1.1837
-3.0836,1.0166
5.4818,-7.0973
3.2646,-2.778
3.8954,-0.82
-1.2853,-1.2299
5.9428,-1.0633
6.0151,-5.7678
5.4367,3.6221
-0.5837,3.5694
-3.7777,-1.0446
3.9022,2.9734
0.26728,1.843
3.7217,5.1039
-1.6877,1.5683
4.6883,0.20769
-1.9944,-3.9109
-1.511,-3.4641
2.8502,-1.1888
3.6426,-0.15961
-1.3573,-4.4631
-1.1803,-0.055625
2.9227,1.5198
2.6313,-2.7896
0.70854,-0.49636
0.34252,5.8398
-1.7547,-1.1679
1.5977,4.2234
2.8702,-2.1001
-0.51565,-2.7807
-1.4643,-1.211
6.9316,-3.6548
0.90917,-2.7754
3.8993,2.3444
5.7202,3.2948
0.12307,-1.295
3.3789,0.3246
5.497,-3.8999
1.0641,-3.4197
-0.64934,-3.2499
-3.405,0.2724
2.2933,-2.6586
4.3931,-4.5726
1.4246,-0.55639
2.3673,-2.5557
-2.0721,1.8158
-0.9209,-3.347
-3.6163,-2.0725
3.8093,3.6583
2.5132,-3.2375
6.3753,2.4752
5.8184,-7.1821
6.6733,-7.0668
