-0.39918,1.7716,-0.046378
-1.9901,-0.64552,-0.055625
-1.6673,0.87033,-0.030347
-0.99607,-2.2895,-0.11952
-1.1753,0.94637,-0.047733
-0.24378,-1.7019,-0.13927
1.4238,0.57227,-0.13413
-0.13402,-1.5887,-0.14123
0.98386,1.9893,-0.076065
-1.4785,-0.30057,-0.069956
0.9802,-1.356,-0.16758
-1.4552,-1.2398,-0.089095
-0.83049,1.699,-0.034336
0.21565,1.6782,-0.068617
-1.2906,-1.3582,-0.097486
-2.2245,0.98753,-0.0020175
-1.5563,0.0682,-0.057849
-0.60172,1.4458,-0.051636
1.209,-0.95696,-0.16595
-2.4621,-0.032268,-0.019991
1.2339,1.0842,-0.11439
-1.5641,0.93095,-0.032726
0.0032946,2.3196,-0.036937
1.4928,-0.13117,-0.15419
-1.1424,-0.97879,-0.096994
1.0792,-2.0914,-0.17883
-1.528,-0.45238,-0.071317
-0.59105,1.6432,-0.044804
-0.66819,-1.4173,-0.12137
-2.3343,-0.1618,-0.029209
-1.4928,-0.9099,-0.08192
-0.74201,-1.4687,-0.11953
1.9748,1.1256,-0.12628
0.094248,2.0235,-0.051777
-1.974,-0.94526,-0.062089
1.805,-1.5853,-0.18688
-0.26756,-1.6314,-0.13762
-2.0758,-1.3947,-0.064921
0.83084,1.2851,-0.098689
-0.78626,-2.1485,-0.12592
-0.65855,-1.6655,-0.1251
-1.167,0.97842,-0.047023
1.3329,-2.0515,-0.18373
1.6153,0.47162,-0.14058
-1.4896,1.1099,-0.029951
1.8647,-0.062141,-0.15897
0.11752,-1.6792,-0.1499
-0.56197,-1.4804,-0.12592
-1.8618,1.3742,-0.0052192
-1.1439,1.7085,-0.022367
-0.75386,-1.2991,-0.1166
1.6213,1.7693,-0.097461
-0.96044,-1.5056,-0.11218
-2.1418,-0.75742,-0.051023
-1.711,1.512,-0.0067733
-1.113,1.4419,-0.033328
1.0536,-1.9605,-0.17695
-1.6632,-0.55053,-0.067799
-1.5384,-0.2144,-0.065515
2.4912,-0.17866,-0.17034
0.64069,2.3196,-0.054386
-1.8766,-0.22175,-0.051361
2.3967,-0.24997,-0.17091
-1.8414,-0.76664,-0.064558
-1.6942,1.3241,-0.01416
1.0378,1.6305,-0.091049
1.0653,-1.1941,-0.16693
2.1922,1.1969,-0.12701
0.42872,1.4978,-0.081083
-1.4649,-0.44556,-0.073742
-0.71142,2.3247,-0.013581
-2.2148,-1.0318,-0.05274
0.025433,-1.5136,-0.14501
1.8888,0.58286,-0.14196
1.0023,-1.5892,-0.17138
0.41997,-2.2042,-0.16391
-0.67347,1.7888,-0.036476
1.3419,1.1143,-0.11558
1.3347,-1.1347,-0.17158
-1.6887,0.65877,-0.035942
0.13589,-1.5256,-0.1484
1.3292,0.78181,-0.12598
0.62271,-1.439,-0.16029
1.552,-0.7531,-0.16883
-1.7709,-0.90639,-0.070231
1.7685,0.94471,-0.12891
1.0111,-2.0893,-0.17731
1.676,1.7448,-0.099355
1.5649,1.8741,-0.092411
-1.4331,0.74141,-0.043992
1.1077,1.0658,-0.11234
0.79674,-1.9843,-0.17132
0.53102,-1.4073,-0.15749
-2.3723,-0.79489,-0.041048
-2.1282,-1.2144,-0.059765
-0.45023,-2.0865,-0.13686
-0.81999,-1.4203,-0.11607
-1.6447,-1.8762,-0.089914
-0.089296,-2.4868,-0.15158
1.083,1.0503,-0.11231
1.3862,0.61829,-0.13204
1.7185,-0.04844,-0.15622
-1.8248,-0.92919,-0.068329
-0.75904,-2.2778,-0.12801
1.6583,0.51863,-0.13999
-2.0967,-0.26025,-0.04248
0.35886,-1.5035,-0.15431
-1.5772,0.19576,-0.053666
-0.97418,2.009,-0.01709
0.88929,2.0915,-0.069806
1.5549,-0.098015,-0.15454
1.7582,-1.0073,-0.17716
2.0477,1.3175,-0.12083
-1.52,-0.016713,-0.061485
1.7157,0.54655,-0.14018
1.6611,1.1652,-0.11983
0.70712,-1.8967,-0.16821
2.3093,0.63771,-0.14633
1.8156,-0.20897,-0.1617
-1.0619,-1.0806,-0.10182
-2.4899,0.23744,-0.011693
-1.7671,1.7632,0.0049479
-2.3551,0.57993,-0.0084958
-1.3518,2.0793,0.00021637
0.6576,-2.0538,-0.16863
-2.0187,0.75729,-0.018622
-1.5824,0.99412,-0.029936
2.1268,-0.42844,-0.17141
1.1383,-1.2816,-0.1699
-0.26758,2.484,-0.021574
1.3649,0.62055,-0.13156
0.21196,2.4911,-0.035637
0.35783,1.622,-0.07464
0.25331,2.3946,-0.040953
-1.2464,-1.3701,-0.099393
-1.2537,1.467,-0.027013
-1.6621,1.8681,0.0045294
0.79375,1.2859,-0.097779
-0.41843,1.5243,-0.054956
1.6439,0.26641,-0.14679
2.3702,0.23622,-0.15844
0.38495,-2.3109,-0.16387
-0.61097,-2.4033,-0.13414
1.7232,-1.7971,-0.18817
1.8179,-0.49035,-0.16806
1.0715,-1.1026,-0.16555
1.5188,-0.71124,-0.1674
2.1277,-0.8342,-0.17969
1.2812,-1.854,-0.18059
-1.9547,-1.336,-0.069446
-0.45602,-2.4552,-0.13973
2.1507,1.275,-0.12377
1.4568,-1.4577,-0.17895
-1.6388,-0.40579,-0.065705
0.24096,1.522,-0.075088
-0.81922,-1.3157,-0.11453
-1.6353,0.92173,-0.030061
1.3801,-0.62114,-0.16295
1.4931,-0.5048,-0.16268
-1.5261,-0.0081839,-0.061022
-2.4829,0.30004,-0.010335
0.78452,2.3144,-0.05813
-2.0682,1.3729,0.0038721
1.0186,-1.2835,-0.16733
2.1821,-1.1946,-0.18677
1.4806,-1.0181,-0.17241
0.61477,-1.4915,-0.16083
-1.0387,1.4303,-0.036542
0.034947,-1.6081,-0.14657
0.068492,1.6735,-0.064571
2.0623,-1.3452,-0.18744
-1.1526,-1.2715,-0.1015
0.50955,1.8746,-0.069081
-0.82798,1.5586,-0.039636
1.0432,-2.1305,-0.17841
1.8188,-0.48043,-0.16786
0.039736,1.5683,-0.067619
-0.75969,2.2638,-0.014443
1.9217,1.2799,-0.12023
-1.043,1.1976,-0.044471
0.55792,1.4332,-0.086774
0.39253,1.7225,-0.071816
-0.11848,-1.9028,-0.14552
-0.7752,1.3172,-0.050127
-0.52311,-1.4252,-0.12644
-2.1112,-1.1814,-0.060002
-0.062119,-2.0474,-0.14875
0.65041,1.9695,-0.068942
-2.1414,0.47169,-0.021538
0.17698,2.0688,-0.052336
1.668,-0.48972,-0.16552
0.25466,-1.7118,-0.15419
0.52295,1.7224,-0.075259
0.53974,-1.4025,-0.15764
1.7767,0.059723,-0.15448
-1.3969,2.0018,-0.0010948
-2.4585,0.13259,-0.015969
-1.2589,1.5079,-0.025337
-1.8894,1.0247,-0.015872
1.1744,-1.7228,-0.17683
-0.28447,4.4954,0.081234
-0.95324,5.2356,0.1494
2.3352,3.6398,-0.024072
